#{"t_start": 1781910059.008159, "env_id": "None"}
r,l,t
-6.35,51,502.971568
-6.79,50,503.110177
-6.3,63,503.26036
-2.14,12,503.291154
-2.14,13,503.328255
-6.03,68,503.489047
-6.59,50,503.612433
-2.17,15,503.653408
-2.61,20,503.704262
-4.2,91,503.942403
-6.15,59,504.098195
-6.67,50,504.722973
1.88,22,504.782649
-6.32,64,504.94999
-5.36,74,505.143045
-2.05,8,505.167137
-1.97,10,505.196434
-6.53,55,505.35246
-2.05,13,505.38748
-2.25,12,505.425142
-1.97,9,505.45169
-1.98,6,505.468547
-6.23,50,505.602697
-1.98,13,505.634441
-6.73,50,505.762182
1.46,29,505.830593
-6.59,52,505.960837
-2.39,14,505.996178
-6.21,50,506.581892
-6.17,68,506.775749
-2.53,16,506.827852
-2.09,16,506.880273
-1.93,14,506.932488
-2.19,11,506.975938
-1.93,11,507.018877
1.41,18,507.085784
-2.11,12,507.133494
-2.11,11,507.169804
-2.03,13,507.210253
-1.92,11,507.246739
-5.86,85,507.534759
-2.03,14,507.581585
-6.71,48,507.757319
-6.53,57,507.950938
-6.23,60,508.123114
-7.0,48,508.740697
-6.59,54,508.903064
-6.67,50,509.02961
-2.0,13,509.063238
-6.67,48,509.183236
-2.03,9,509.208588
1.58,17,509.250114
-1.92,11,509.278161
-2.0,13,509.312861
-6.62,50,509.439411
-6.55,45,509.561836
-6.53,52,509.700226
-2.25,18,509.749282
-1.97,10,509.777112
1.46,17,509.82285
-2.05,8,509.847362
-6.67,48,509.977439
-1.93,7,510.000652
-6.06,57,510.620412
-6.3,49,510.75602
-2.05,13,510.790829
-6.16,65,510.961059
-2.05,9,510.987641
-6.69,45,511.115875
-5.1,89,511.351632
-1.93,7,511.370883
-6.26,52,511.502241
1.88,14,511.535329
-6.57,62,511.708013
-1.9,14,511.742147
-2.53,16,511.783903
-2.31,11,511.817138
-6.51,51,512.368778
-1.96,12,512.400215
-6.59,53,512.539305
-1.93,7,512.559777
-1.97,8,512.584118
-1.98,9,512.613049
-6.65,50,512.750869
-5.51,93,512.985127
1.88,18,513.032344
-6.16,75,513.22291
-1.92,6,513.242805
-2.03,13,513.288084
-2.19,11,513.321915
-6.39,53,513.498444
-6.2,55,513.679333
-1.98,12,513.721141
-5.71,74,514.497952
-1.93,7,514.516504
-6.59,46,514.640945
-6.43,62,514.808352
-6.76,49,514.932179
-5.88,52,515.072261
-1.93,6,515.086226
-6.65,47,515.20015
-2.25,14,515.238793
-6.53,55,515.384383
-6.76,47,515.509012
-6.67,49,515.641612
-2.11,16,516.145634
-2.05,11,516.177307
-2.14,12,516.217148
-2.05,9,516.24475
-2.0,10,516.27737
1.41,30,516.355423
-1.93,8,516.379895
-6.11,47,516.518308
-2.05,9,516.549996
-6.16,54,516.72136
1.88,19,516.781897
-6.01,93,517.083961
-2.05,15,517.1349
-6.6,50,517.28192
-3.35,127,517.593162
-6.37,52,518.148762
-2.05,9,518.171443
-6.67,58,518.314744
-1.93,6,518.332176
-6.62,52,518.480079
-2.31,11,518.512341
-2.05,13,518.548093
-1.93,11,518.577563
1.58,22,518.635956
1.88,13,518.671365
-6.31,58,518.855552
-6.62,52,519.007546
-6.17,53,519.159407
-1.93,6,519.175741
1.88,15,519.213382
-6.15,53,519.356612
-2.05,13,519.395192
-2.11,12,519.428749
-6.58,50,520.137648
-6.6,53,520.325264
-6.37,55,520.50807
-1.96,9,520.536919
-1.79,144,520.900982
-5.99,61,521.055639
-1.97,10,521.083157
-6.29,55,521.218889
-6.3,57,521.370721
-6.72,53,521.991879
-6.23,49,522.123357
-6.59,50,522.263053
-2.11,11,522.292823
-1.93,11,522.325919
-6.46,54,522.472921
-1.97,9,522.498698
-1.93,11,522.529655
-2.33,17,522.576936
-6.4,55,522.722721
-6.11,59,522.88043
-1.91,10,522.906872
-6.45,56,523.076713
-6.35,44,523.189195
-6.28,48,523.315536
-5.39,89,523.927624
-3.03,26,523.991394
-6.11,66,524.155003
-3.42,23,524.218836
-2.31,16,524.26245
-2.39,20,524.315492
-2.25,14,524.355921
-5.94,54,524.4907
-2.05,8,524.515322
-2.17,7,524.541538
-2.03,9,524.569057
-6.58,51,524.737052
-1.97,10,524.76974
-1.97,9,524.79525
-2.39,16,524.837272
-2.17,14,524.87966
-5.39,89,525.563127
-2.19,9,525.588295
-6.45,52,525.73855
-1.98,6,525.759061
-6.35,58,525.970018
-2.4,19,526.03474
-1.93,10,526.067295
1.41,20,526.118653
-1.93,14,526.155034
-6.67,49,526.307437
-1.96,14,526.359851
-2.11,11,526.399559
1.41,24,526.470255
-6.6,52,526.655758
-2.14,15,526.70327
-6.73,48,526.873734
1.88,29,526.983567
-2.05,13,527.029426
-6.98,48,527.206821
-5.44,90,527.905152
1.88,18,527.95398
-2.25,13,527.990074
-2.03,13,528.027651
-2.05,13,528.064491
-1.92,11,528.097806
-1.96,11,528.131564
1.41,20,528.184951
-5.48,87,528.410822
1.88,17,528.454679
-6.65,50,528.5907
-2.19,15,528.637901
-6.24,54,528.788692
-2.0,14,528.836371
-6.37,52,528.974526
-6.43,54,529.563736
-2.39,18,529.612663
-5.91,57,529.747335
-5.68,75,529.9418
-6.15,57,530.094701
-6.57,50,530.233335
1.88,31,530.31289
-2.67,13,530.351734
-1.97,13,530.387235
-2.59,25,530.45557
1.58,13,530.490665
-2.19,8,530.515137
-6.0,56,530.6693
-2.05,12,530.701187
-6.45,56,530.854599
-6.01,65,531.498546
-1.93,7,531.518623
-1.98,9,531.546366
-2.68,16,531.594978
-5.58,66,531.765137
-5.94,55,531.899398
-1.98,6,531.916326
-6.65,49,532.040809
-6.23,55,532.177801
-2.17,15,532.22019
-2.05,11,532.25447
-5.13,124,532.606352
-6.95,48,532.792988
-6.65,50,533.495577
-5.43,57,533.639378
-1.97,10,533.668906
-5.57,121,533.975976
-1.93,7,533.995942
-6.43,51,534.126333
-5.83,64,534.291002
-6.65,47,534.4282
1.88,17,534.472041
1.88,19,534.523246
-6.43,56,534.662498
-2.47,17,534.720882
-2.11,11,535.176727
-1.97,15,535.215463
-6.25,53,535.383165
-1.96,13,535.415896
-6.81,47,535.533782
-1.93,7,535.557104
-1.97,10,535.586291
-1.97,6,535.603781
-5.62,66,535.784415
1.41,18,535.834028
1.88,15,535.873689
-2.45,16,535.921439
-6.67,52,536.064517
-2.25,18,536.116364
-2.25,13,536.155716
-2.05,13,536.194238
-6.59,49,536.332112
-6.65,50,536.48495
-6.65,48,537.171649
-6.1,63,537.352087
-1.93,7,537.371859
-6.67,53,537.516039
-6.27,52,537.646241
-6.65,48,537.79342
-6.29,63,538.014754
1.41,19,538.064482
-6.63,46,538.184193
-1.91,6,538.200171
-2.33,10,538.228613
-6.32,49,538.348342
-1.97,10,538.374316
-2.03,14,538.410842
-2.02,11,538.445014
-2.03,9,538.473181
-1.93,11,538.509737
-2.31,15,538.566365
-1.96,16,538.617953
-6.35,55,539.38934
-6.73,49,539.557215
-1.97,10,539.591419
-6.09,58,539.755309
-6.65,51,539.894575
-6.15,55,540.041391
-2.11,9,540.066485
-1.93,11,540.09579
-1.93,7,540.118525
-6.65,48,540.247703
-2.05,13,540.285706
-5.93,55,540.426183
1.88,23,540.481776
-6.3,49,540.623069
-1.98,5,540.638186
1.88,17,540.677535
-2.05,13,541.128234
-6.52,51,541.259898
-6.48,48,541.385145
-2.05,9,541.408896
-1.97,9,541.434895
-2.67,17,541.4794
-2.11,8,541.50615
-2.11,12,541.546155
-1.98,6,541.564008
-2.19,13,541.605691
-6.68,52,541.755153
-1.97,11,541.785311
-6.24,46,541.913501
-6.6,51,542.050485
-1.92,9,542.07501
-2.25,8,542.099573
-6.67,49,542.245673
-6.53,53,542.389872
-6.65,48,542.512953
1.58,16,543.021616
-5.65,119,543.317019
-1.92,15,543.352092
-6.76,47,543.467242
-2.11,9,543.493089
-6.51,55,543.633479
-1.97,10,543.662989
-1.97,10,543.687654
-1.97,10,543.711867
-2.11,12,543.746479
-2.11,8,543.767163
-6.23,50,543.891557
-4.66,107,544.13837
-1.93,11,544.166391
-6.73,46,544.769037
-1.97,10,544.800433
-2.19,10,544.83402
-1.96,8,544.862451
-2.05,11,544.903136
-6.43,54,545.065557
-6.23,45,545.223364
-1.93,11,545.263681
-6.51,49,545.430022
-6.15,51,545.603908
-2.61,13,545.65073
-1.97,9,545.682716
-6.25,66,545.887458
-2.05,12,545.921175
-2.53,20,545.972934
-6.3,50,546.10666
1.41,20,546.158201
-2.17,15,546.196226
-6.59,54,546.761433
-5.91,50,546.895271
1.88,21,546.958425
-6.68,49,547.10319
-7.0,49,547.248639
1.46,19,547.296676
-6.67,54,547.450528
-2.05,10,547.4795
-6.21,53,547.62451
-6.43,50,547.795233
-6.29,60,547.960257
-2.14,11,547.9919
-2.05,9,548.021345
1.58,35,548.114253
-2.02,13,548.157843
-6.18,58,548.798537
-5.83,55,548.966558
-6.2,54,549.103987
-2.39,13,549.141664
-4.73,129,549.438695
-2.39,14,549.473437
-6.15,63,549.630444
1.88,13,549.662848
-2.19,9,549.68845
-6.53,51,549.831084
-1.98,14,549.872956
-1.93,10,549.902074
-2.73,20,549.960409
-5.63,91,550.724599
-2.25,14,550.774117
-1.98,12,550.813391
-5.88,56,550.978545
1.41,25,551.047024
-2.47,10,551.082752
-5.65,86,551.360724
-6.55,49,551.533625
-2.05,9,551.57041
1.88,19,551.636814
-2.19,10,551.675217
-2.11,13,551.727246
-2.05,9,551.769604
-1.97,7,551.7989
-6.17,65,552.030674
-6.46,51,552.201979
-6.3,51,552.801773
-2.45,12,552.838933
1.88,13,552.877386
-5.55,94,553.156757
-2.33,11,553.184391
-2.05,9,553.209491
-6.15,61,553.370146
-6.62,51,553.524858
1.88,17,553.568944
-6.17,52,553.70688
-1.98,10,553.734757
-1.97,11,553.770413
-5.82,65,553.936194
-2.05,9,553.961068
-6.69,47,554.109969
-2.19,10,554.140221
-2.87,18,554.665734
-6.58,50,554.82753
-2.33,11,554.860683
-2.44,15,554.906219
-6.59,46,555.030237
-6.16,53,555.15945
-2.05,9,555.182525
-2.73,21,555.237058
-1.97,11,555.264738
-1.93,7,555.284508
-5.83,86,555.486158
-6.25,60,555.631092
-2.05,9,555.658248
-6.67,49,555.783748
-5.79,74,555.962593
-1.92,12,556.445909
-2.39,13,556.487061
1.88,18,556.536476
-6.65,47,556.662242
-2.53,20,556.721636
-5.06,89,556.996005
-6.21,49,557.155169
-6.28,49,557.300651
-1.93,6,557.31872
-1.98,12,557.353502
-2.19,16,557.400446
-4.88,98,557.680349
-1.92,5,557.698643
-6.63,49,557.884088
-2.02,11,557.926864
1.88,19,558.505352
-6.09,50,558.639833
-5.86,52,558.769991
-6.35,50,558.93407
-5.86,61,559.10006
-1.98,12,559.134765
1.41,20,559.189782
-1.97,14,559.227096
-6.54,49,559.366907
-6.43,45,559.493731
-2.53,15,559.538651
-2.16,7,559.561723
-1.97,9,559.58915
-6.73,47,559.712001
1.58,158,560.594031
-6.76,49,560.722414
-5.65,90,560.948038
-2.03,8,560.971714
1.88,22,561.022907
-6.73,49,561.14841
-2.25,12,561.178696
1.88,21,561.226879
1.88,14,561.25958
-6.04,62,561.401791
-6.18,49,561.517442
1.41,28,561.582252
-6.37,54,562.175573
-2.05,15,562.223096
-5.97,52,562.363943
-2.19,10,562.392876
-6.2,57,562.540911
-5.64,73,562.728018
-5.21,124,563.03286
-6.15,48,563.167699
-2.11,20,563.221081
-1.97,14,563.258346
-2.11,11,563.293399
1.88,17,563.338739
-6.65,48,563.921634
-6.11,58,564.081985
-2.11,12,564.119106
1.88,17,564.17114
-6.25,62,564.357573
-2.17,12,564.396152
1.46,20,564.45789
-1.96,12,564.497871
-1.98,9,564.529923
-6.21,62,564.731712
-1.93,7,564.757109
-2.11,10,564.79031
-1.96,13,564.826078
-2.0,14,564.867708
-6.3,66,565.04987
1.88,127,565.37482
-1.98,13,565.880767
-2.14,10,565.910059
-5.89,66,566.083788
1.34,19,566.134398
-6.73,44,566.254286
-2.25,11,566.287505
-2.05,13,566.323288
1.41,29,566.398382
-2.05,8,566.422716
1.88,12,566.458052
-2.11,12,566.493659
-2.25,13,566.530708
-1.97,10,566.56188
-2.25,15,566.601184
-6.45,51,566.728293
1.41,32,566.813712
-2.05,13,566.845793
1.41,25,566.916644
-1.97,9,566.94729
-1.98,9,566.978076
-6.67,48,567.124637
-2.05,13,567.159246
-2.03,11,567.192832
1.46,18,567.237396
1.58,159,568.08491
-6.57,55,568.247963
-2.03,12,568.283407
-6.63,48,568.423544
-5.72,89,568.651485
-5.82,74,568.867574
-1.97,8,568.896032
-6.1,59,569.081997
-6.69,48,569.642184
-1.92,7,569.662481
-6.74,48,569.791235
-1.98,9,569.814074
-6.06,56,569.975282
-1.98,13,570.01313
-6.58,50,570.159801
-6.53,49,570.311801
-1.92,10,570.354855
-6.07,60,570.557223
-1.93,11,570.595079
-6.71,50,570.777878
-5.99,56,570.964507
-2.05,7,570.985183
-6.51,50,571.120978
1.41,20,571.640641
-6.6,54,571.785012
-6.32,66,571.95894
1.88,17,572.006786
-2.05,9,572.038271
-2.16,11,572.073246
-2.03,9,572.099336
-1.93,7,572.121083
1.88,19,572.170442
1.88,19,572.222164
-6.67,54,572.358059
-6.04,52,572.482832
-6.65,50,572.612642
1.41,15,572.647937
-6.13,54,572.780915
-2.03,12,572.811627
-6.39,57,572.948606
-2.05,9,573.407912
1.41,20,573.462373
-6.15,61,573.619323
1.88,20,573.669289
-1.98,14,573.707553
-1.97,10,573.73566
1.41,16,573.780677
-2.19,14,573.820892
-1.93,7,573.842112
-2.33,12,573.877824
-6.71,46,574.012592
-6.43,53,574.152324
1.88,62,574.306126
1.41,21,574.366875
-5.75,86,574.592638
-6.31,54,574.756814
-6.36,54,575.347059
-5.75,87,575.556016
-6.15,64,575.715069
1.46,13,575.751072
1.41,21,575.811209
-6.43,59,575.977147
-5.98,52,576.136401
-2.45,14,576.183347
-6.9,50,576.384608
-5.81,62,576.591153
-1.97,9,576.62756
1.46,22,576.705113
-6.55,52,577.522831
-2.47,10,577.5604
-2.25,13,577.605321
-6.24,50,577.757456
-1.92,11,577.79173
-1.97,10,577.822991
-2.0,9,577.854148
-1.93,14,577.897546
-6.32,53,578.050388
-6.71,55,578.21478
-6.0,57,578.36901
1.58,22,578.42639
1.41,31,578.50962
-6.37,58,578.680843
-5.69,96,579.458076
-5.75,86,579.704275
-6.35,55,579.861693
1.88,17,579.910995
-6.69,47,580.047366
-6.15,58,580.208223
-5.41,125,580.562106
1.88,21,580.620288
-2.05,7,580.645281
-6.32,60,580.825363
-5.39,90,581.504426
1.41,20,581.552701
-2.0,10,581.577402
1.88,19,581.620946
-2.05,13,581.654772
-2.31,12,581.686271
-6.32,49,581.808574
-6.74,48,581.937076
-5.65,90,582.149406
-2.05,13,582.188847
-6.3,53,582.336781
-5.65,89,582.562152
-6.67,50,583.2709
-6.23,56,583.46001
-6.67,49,583.626275
-2.05,13,583.670524
-1.98,9,583.69666
-5.39,87,583.932847
-1.96,13,583.965896
-6.59,51,584.102742
-2.03,19,584.154184
-1.93,10,584.18063
-5.69,91,584.390452
-1.98,10,584.416059
1.41,21,584.467767
-6.46,52,584.595523
-2.09,13,585.073246
-2.0,10,585.099316
-6.15,57,585.241415
-2.02,15,585.285393
-6.56,51,585.424285
-2.19,10,585.452393
-1.93,7,585.473064
1.88,18,585.517586
-6.65,48,585.642834
-1.96,13,585.676671
-6.67,49,585.822217
1.88,31,585.901391
-1.97,9,585.926929
-1.97,12,585.962683
1.46,18,586.008442
-6.37,53,586.14724
-6.29,54,586.285825
-1.9,10,586.315162
-6.71,47,586.927661
-6.69,45,587.063623
-6.62,52,587.205936
-1.97,10,587.2423
-5.83,69,587.423754
-2.03,9,587.447217
-1.97,10,587.475575
-6.71,47,587.6056
-2.25,12,587.63912
-6.3,54,587.763686
-2.03,13,587.799538
-6.37,56,587.933519
-6.37,52,588.065045
1.41,18,588.112885
-2.05,9,588.138738
-1.88,11,588.169106
-2.03,13,588.203791
-6.29,61,588.864856
-2.02,15,588.91909
-6.27,54,589.091985
-1.93,11,589.126061
-6.53,53,589.288622
-6.48,51,589.478819
1.88,12,589.519191
-6.49,48,589.685068
1.46,18,589.747287
-2.11,15,589.798574
-5.63,90,590.060304
-2.05,9,590.086769
-6.9,48,590.237979
1.88,14,590.271857
-6.67,49,590.811319
-6.37,55,590.947168
-2.12,18,590.994148
-6.73,47,591.121388
-6.73,47,591.255251
1.41,25,591.331686
1.88,32,591.416985
-2.11,12,591.451429
-6.67,48,591.58815
-2.39,12,591.62063
1.46,22,591.678136
-5.06,89,591.906232
1.41,19,591.958849
-6.65,49,592.105134
-6.67,49,592.708762
-6.04,55,592.844246
-2.0,13,592.879832
-6.38,54,593.011268
-1.97,10,593.03657
-6.25,50,593.163885
-5.7,87,593.374054
-1.98,13,593.407388
1.41,19,593.452293
-2.05,11,593.48154
-6.63,51,593.603699
-1.98,13,593.635173
-2.05,9,593.658847
-6.73,49,593.782489
-6.23,47,593.901934
1.41,20,594.413884
-4.94,57,594.56054
-6.43,52,594.713148
-2.05,11,594.754117
-1.9,10,594.783713
-6.73,47,594.918023
-6.67,49,595.046547
-1.88,10,595.074752
-2.25,13,595.114187
-6.71,51,595.273459
-5.35,88,595.538877
-6.74,54,595.728039
1.46,16,595.784394
-6.63,48,596.426075
-2.39,15,596.468325
-6.71,57,596.610813
1.46,18,596.657684
-6.53,51,596.813472
-6.73,48,596.963805
-1.97,14,597.012677
-1.97,10,597.045633
-6.36,50,597.202377
1.88,27,597.277257
-2.11,12,597.312421
-6.57,52,597.469261
-1.93,11,597.499903
-1.97,10,597.528889
-1.97,10,597.556724
1.88,19,597.605392
1.58,18,597.651161
-1.98,12,597.683457
-2.11,12,597.717263
-6.04,59,597.872929
1.41,16,598.382533
-6.3,47,598.511645
-6.02,54,598.64781
1.28,157,599.041753
-6.6,51,599.177755
-2.17,10,599.210384
-2.11,11,599.240981
-1.96,10,599.265604
-1.97,9,599.288985
1.41,18,599.332343
-1.9,6,599.348356
-2.08,12,599.380703
-2.19,13,599.414976
-1.93,11,599.441838
1.41,21,599.492375
-2.05,9,599.518525
-6.25,62,600.13317
-5.95,88,600.350801
-2.25,13,600.389199
-2.03,10,600.419374
-6.65,49,600.55102
-1.98,14,600.590117
-6.16,64,600.756013
-6.29,64,600.915377
-1.98,13,600.952428
-2.05,12,600.986343
-2.14,12,601.022724
-2.25,11,601.057611
-6.57,52,601.195722
-1.98,15,601.240173
-2.05,9,601.266535
-2.19,10,601.294914
1.88,19,601.341106
-2.14,15,601.377999
-1.93,7,601.397129
-6.43,54,602.069665
-6.29,69,602.282891
-6.65,49,602.45527
-6.37,58,602.626779
-2.19,13,602.664194
1.41,15,602.703137
-2.39,20,602.762384
-2.03,6,602.779351
-2.0,13,602.813535
-1.98,9,602.840549
-6.19,52,602.989227
-2.2,18,603.03974
-2.17,14,603.07597
1.88,22,603.132232
-2.53,18,603.181073
-2.03,10,603.209817
1.88,18,603.256024
-2.11,11,603.288863
-6.15,63,603.455578
-2.11,11,603.489416
1.88,14,603.982934
-2.39,13,604.02162
-2.14,12,604.054871
-2.33,17,604.102312
-2.11,11,604.137858
-6.63,44,604.245301
-2.95,17,604.290303
-6.65,50,604.41929
1.88,17,604.457504
-2.05,9,604.484354
-6.35,51,604.610255
-5.75,87,604.835359
-6.53,51,604.961854
-1.97,10,604.991788
-6.11,63,605.160774
-1.9,10,605.192237
-1.92,11,605.227781
1.88,16,605.271386
-1.97,7,605.29364
-6.65,49,605.899413
-5.76,71,606.082057
-2.25,13,606.137705
-2.08,12,606.184086
1.88,22,606.253589
-2.25,14,606.306531
-6.74,48,606.447592
1.58,18,606.494068
-1.93,11,606.526898
1.88,22,606.584663
-1.98,9,606.610101
-1.98,8,606.63313
1.46,30,606.714059
-6.73,50,606.859017
-2.25,16,606.909065
-6.65,50,607.071819
-2.05,9,607.106205
-1.93,14,607.148705
1.41,33,607.231231
1.46,18,607.70912
-1.93,7,607.728827
-6.73,50,607.871767
-1.97,10,607.903673
1.41,29,607.982505
-2.17,11,608.01669
-6.65,51,608.1939
-6.53,53,608.386837
-6.03,50,608.567278
-6.3,47,608.730227
1.46,25,608.813944
-2.54,21,608.893946
-2.39,15,608.947978
-6.21,60,609.125832
-2.11,14,609.162495
-6.63,49,609.303027
-6.28,49,609.92549
-5.55,96,610.172589
-6.74,50,610.310841
-2.17,13,610.345327
-5.31,78,610.557441
-1.97,14,610.598974
-1.96,11,610.629424
-6.67,49,610.75273
-6.51,53,610.879193
-2.39,12,610.910912
-6.19,52,611.045266
-7.05,47,611.179175
-1.93,12,611.68007
-2.05,10,611.712716
-2.0,8,611.737436
-2.19,13,611.778013
-5.71,91,612.02846
-6.29,66,612.197546
-5.65,87,612.428678
-6.56,52,612.575859
-6.67,47,612.703153
-2.05,13,612.743088
-1.96,13,612.780278
-6.59,53,612.914737
-6.55,49,613.052226
1.46,19,613.520616
-6.49,53,613.656407
-1.92,7,613.677385
-1.98,8,613.698053
-2.31,11,613.728533
-5.7,88,613.944586
-1.93,5,613.959152
-5.78,87,614.200352
-1.97,9,614.231014
-6.15,72,614.459819
-6.65,47,614.627167
-6.16,56,614.848693
-5.07,73,615.564646
-1.98,11,615.596652
-2.11,14,615.642782
1.46,16,615.687939
-6.65,54,615.839651
-6.23,52,615.962677
-2.77,20,616.013187
-5.49,82,616.206517
-5.29,74,616.380177
-2.11,11,616.410298
-1.92,11,616.438552
-2.19,11,616.46672
-1.92,12,616.497941
-1.93,7,616.517259
-2.11,10,616.544917
-6.1,65,616.703908
-1.98,18,616.748476
-6.56,51,617.408779
-2.05,10,617.437057
-2.19,7,617.457436
-6.59,51,617.590063
-6.73,49,617.740019
-1.93,7,617.760966
-6.09,56,617.911277
-2.0,10,617.939895
-6.42,47,618.062097
-2.05,13,618.098488
-6.6,57,618.250535
-2.11,11,618.280219
1.88,18,618.329392
-2.17,9,618.355991
-6.29,68,618.532855
-1.98,8,618.555562
-6.3,47,618.683001
-2.67,15,618.724179
-1.98,14,619.214195
1.41,18,619.259561
-2.24,13,619.291959
-1.97,9,619.317791
-2.05,9,619.343811
1.88,17,619.385326
-5.63,89,619.607051
-6.2,53,619.749584
-6.65,52,619.88472
-1.93,7,619.904665
1.41,24,619.966333
1.41,15,620.007385
-6.53,54,620.152683
-6.15,54,620.301425
-2.11,12,620.340735
-2.25,13,620.383892
-1.93,11,620.420691
-2.33,14,620.469172
-6.0,63,621.236392
-6.35,53,621.411247
-6.46,54,621.553432
1.41,21,621.610918
-6.15,56,621.757544
-2.05,8,621.779742
-1.91,10,621.805205
-5.25,90,622.01772
-1.97,13,622.054114
-2.14,18,622.102198
-2.03,13,622.140689
1.88,24,622.200566
-6.1,57,622.342282
-1.98,10,622.36711
-5.7,65,622.990651
1.41,22,623.048807
1.88,19,623.096198
-6.35,52,623.233424
-6.53,51,623.372386
-1.96,12,623.405521
-6.65,50,623.550118
-6.46,53,623.695654
-6.6,52,623.839128
-6.58,52,623.979608
-1.97,17,624.023491
-2.11,10,624.053418
-1.93,8,624.075657
-5.48,74,624.260744
-2.39,12,624.301605
-2.05,7,624.321494
-6.55,52,624.897289
-6.49,52,625.027148
-2.0,12,625.057996
-6.6,51,625.187083
-1.92,10,625.211411
-1.93,9,625.235333
-2.14,12,625.267416
-1.98,8,625.288066
-2.05,8,625.310518
-1.92,10,625.335768
-1.92,11,625.36485
-6.61,47,625.492682
-6.1,60,625.65415
-2.75,16,625.697564
-6.43,48,625.828468
-6.55,49,625.969131
-2.53,23,626.029208
-1.98,10,626.058179
-6.76,47,626.654405
-6.65,48,626.802833
-5.41,124,627.266724
-6.65,52,627.465322
-1.93,7,627.487774
1.46,30,627.575642
-1.93,11,627.61164
-5.58,89,627.858456
-2.19,13,627.894386
-5.8,54,628.031392
-2.19,16,628.071619
-1.98,11,628.100353
-1.93,11,628.129447
-2.61,16,628.172133
-2.39,14,628.209739
-2.25,14,628.698513
-6.15,64,628.879019
-2.16,11,628.91848
-6.67,49,629.058992
-6.73,55,629.200665
-1.92,9,629.227037
-1.97,8,629.253742
-2.0,11,629.286412
-2.16,11,629.320317
-1.98,8,629.344912
-6.16,53,629.48353
-6.57,51,629.628257
-1.98,13,629.664447
1.88,30,629.742673
-6.95,45,629.889555
-2.05,10,629.921059
-2.67,17,629.976638
-1.98,9,630.005983
-2.0,9,630.03361
-6.37,56,630.608329
-2.02,15,630.647448
-6.76,48,630.764766
-1.96,11,630.792862
-6.57,51,630.924908
-4.81,82,631.115767
-1.97,8,631.139761
-2.05,9,631.163035
-1.98,9,631.189012
-1.92,9,631.213884
-1.98,10,631.241091
-6.22,51,631.371749
-2.05,10,631.400258
-6.53,51,631.542136
-6.65,45,631.663836
-2.05,9,631.689157
-2.16,11,631.719633
-1.98,9,631.748164
-6.69,49,631.878189
-2.05,8,631.901402
-1.91,6,632.407458
-5.69,70,632.592789
-1.93,11,632.624418
-1.93,6,632.641701
-2.05,7,632.666431
-6.1,58,632.820009
-2.25,16,632.870573
-1.92,11,632.902194
-3.01,22,632.964539
-4.93,107,633.257839
-2.05,8,633.283686
-6.48,47,633.436036
-1.98,12,633.475399
-6.53,49,633.635702
-6.55,49,633.795405
1.41,24,633.869416
1.88,21,634.402074
-6.18,60,634.565058
-2.11,10,634.592933
-2.05,13,634.632986
-2.3,11,634.665377
-1.97,8,634.696286
1.88,14,634.739061
-6.14,51,634.931758
-3.31,22,634.993094
-2.05,9,635.018635
-2.53,14,635.060232
-1.96,9,635.08462
-6.65,46,635.213804
-1.97,9,635.239974
-1.96,11,635.271307
-2.11,12,635.310249
-1.98,9,635.3367
-6.45,52,635.476429
-1.97,10,635.503743
-1.93,11,635.537137
-2.33,15,635.57817
-2.19,14,635.622996
-2.11,10,635.653007
-2.19,14,635.693405
-2.68,15,635.735624
-2.05,11,635.766776
-6.76,47,636.315987
-2.25,13,636.350773
-6.57,43,636.463394
1.41,26,636.523501
-2.14,16,636.566042
-2.05,12,636.597317
-2.0,13,636.629837
-2.25,11,636.658969
-2.03,11,636.687526
-1.96,14,636.72393
-1.93,11,636.751732
-6.48,54,636.886962
-6.65,47,637.025589
-2.47,13,637.067517
-6.63,47,637.219111
1.58,157,637.61788
-1.96,10,637.645953
-2.25,12,638.149151
-2.19,14,638.185712
-6.61,48,638.325031
-6.81,47,638.451071
-6.53,53,638.588913
-6.49,50,638.727247
-2.19,9,638.754499
-4.34,104,639.027145
-6.53,51,639.154547
-5.93,59,639.297776
-1.96,9,639.325242
-2.0,14,639.368094
-6.63,47,639.507276
-2.22,19,640.143966
-6.24,52,640.320827
-1.93,9,640.349015
-2.03,13,640.389055
-1.93,6,640.407688
-2.05,13,640.443672
-1.98,12,640.487386
-2.39,12,640.52778
-6.63,48,640.665208
-2.03,13,640.706748
-2.12,14,640.754116
-2.11,10,640.788216
-2.16,13,640.830315
-6.09,61,641.007271
-5.51,88,641.236008
-1.98,6,641.253784
-1.97,10,641.282692
-1.97,10,641.316854
-6.3,59,641.476812
-6.41,56,642.094276
-1.96,12,642.129272
-1.97,10,642.16055
-6.32,48,642.283174
-2.05,7,642.302019
-1.98,13,642.335524
-5.35,83,642.531683
-2.19,13,642.569283
-1.93,7,642.603343
-2.08,11,642.644656
-2.05,13,642.688195
-2.05,16,642.739142
-2.22,12,642.776379
-2.03,9,642.802439
-2.31,13,642.83693
-6.58,53,642.976589
-2.05,9,643.003381
-2.02,16,643.047121
-2.19,13,643.081459
-2.67,20,643.134069
1.41,18,643.179402
-1.97,12,643.212151
-1.93,10,643.244923
-2.03,11,643.274978
-2.61,16,643.319379
-2.33,13,643.355477
-1.98,13,643.389101
-2.0,9,643.414277
-2.05,9,643.440206
-1.93,13,643.474365
