#{"t_start": 1781910059.008159, "env_id": "None"}
r,l,t
-1.92,12,179.373227
-6.69,46,179.503309
-6.43,55,179.651709
-6.69,47,179.808341
-6.51,53,179.981329
-6.28,48,180.12958
1.88,20,180.187321
-1.98,9,180.214449
-1.96,9,180.241641
-2.03,8,180.268643
-6.44,49,180.419277
-5.38,78,181.123464
-6.6,52,181.261886
-1.98,6,181.280369
-6.6,51,181.421447
-2.1,11,181.45232
-6.3,61,181.620494
-2.11,12,181.66145
-1.97,7,181.685689
-2.11,11,181.722202
-1.93,12,181.756014
-2.19,11,181.78937
-2.12,12,181.823225
-2.33,13,181.862943
-6.06,53,182.012213
-6.32,53,182.151495
-6.3,58,182.290752
1.41,15,182.328133
1.58,27,182.391938
-1.97,10,182.418284
-2.05,17,182.459357
1.88,18,182.500659
-5.81,121,183.208568
-6.03,49,183.345998
-1.92,12,183.379362
-5.41,123,183.688903
-1.93,7,183.710689
-2.03,10,183.739474
-1.9,6,183.756768
-6.51,48,183.878625
-6.73,48,184.004669
-1.92,8,184.027368
-6.19,53,184.165557
-5.99,92,184.882965
1.88,21,184.935373
-6.35,64,185.08587
-6.65,49,185.208235
-5.69,91,185.418993
-6.73,50,185.549484
1.46,22,185.608263
1.88,41,185.718438
-5.85,53,185.863966
-6.77,46,186.014742
-6.66,50,186.784727
-1.98,10,186.824559
-1.96,14,186.869754
-2.03,9,186.910342
-6.65,50,187.04917
-6.16,55,187.188537
-6.67,53,187.32604
-6.01,69,187.501092
-6.2,53,187.644442
-5.65,121,187.95284
-6.18,56,188.499086
-6.71,47,188.643801
-1.97,10,188.672596
1.88,19,188.716382
-6.81,46,188.829918
-6.65,49,188.958176
-6.59,55,189.098168
-6.58,50,189.233994
-6.65,48,189.374729
-2.05,9,189.401588
-6.55,46,189.561947
-6.65,53,189.705255
1.41,26,189.77296
-1.92,12,189.807153
-6.3,56,190.43222
-5.0,102,190.689594
-6.21,61,190.835981
-1.93,10,190.861376
1.41,20,190.912562
-6.24,60,191.06345
-2.67,123,191.346525
-6.17,55,191.483983
-6.35,58,192.125208
-6.81,44,192.280184
1.88,18,192.341636
-1.97,9,192.375566
-6.13,51,192.560528
-6.71,53,192.743833
-5.65,85,192.97732
-2.12,15,193.023557
-1.98,10,193.052397
-2.61,16,193.096593
-6.15,57,193.244192
-6.6,50,193.379732
1.41,24,193.442805
-6.55,50,193.576812
-2.31,12,193.613491
-6.28,56,194.178365
-1.97,10,194.202432
-2.31,18,194.247306
-6.35,50,194.370707
-1.92,12,194.40331
-6.73,50,194.552903
-2.05,11,194.5811
-6.65,50,194.70391
-2.03,14,194.744259
-1.97,6,194.762458
-6.53,47,194.891577
-6.51,52,195.033148
-2.12,15,195.073648
-6.32,49,195.209259
-6.65,50,195.339147
-6.65,50,195.94069
-1.97,10,195.970667
-1.97,11,196.001957
-6.55,51,196.144268
-6.63,51,196.284759
-6.85,47,196.421286
1.41,15,196.459543
-3.85,103,196.743874
-6.29,64,196.922441
-1.93,12,196.957252
1.58,21,197.006641
-2.05,10,197.035608
-6.59,55,197.178159
-1.93,11,197.207936
-2.11,11,197.242727
-6.27,54,197.835715
-6.71,47,197.963308
-6.65,50,198.123807
1.88,23,198.194283
-2.05,9,198.222352
-1.92,7,198.247715
-1.98,9,198.275046
-6.59,51,198.434786
-1.97,10,198.472059
-6.53,54,198.678582
-6.13,68,198.904218
-6.15,52,199.075657
1.46,22,199.135026
-6.34,50,199.269039
-1.92,5,199.285723
-1.93,7,199.309487
-6.71,48,199.898865
-1.93,7,199.918381
-1.93,7,199.938039
-1.93,7,199.958271
-6.35,58,200.094734
1.41,21,200.147495
-1.93,10,200.172816
-6.15,60,200.317404
1.41,15,200.355783
-1.93,7,200.375036
-2.44,17,200.42012
-1.92,8,200.44157
-6.15,52,200.577081
-5.35,122,200.897646
-5.83,86,201.130722
-1.98,9,201.622944
1.88,14,201.658682
1.14,114,201.970963
-6.67,50,202.118818
-6.67,51,202.263029
-6.65,50,202.388649
-5.55,71,202.555728
-6.17,52,202.684126
-1.93,11,202.712244
-6.55,51,202.851585
-6.48,53,203.42785
1.41,27,203.496928
-6.62,48,203.644647
-6.59,50,203.778491
-5.65,90,204.012978
-5.46,71,204.215794
-6.65,55,204.370171
1.58,16,204.421177
-6.3,49,204.611717
-6.15,54,204.780797
-5.25,92,205.56201
-1.93,6,205.577541
-2.61,16,205.623191
1.88,18,205.664314
-1.9,6,205.679946
-1.93,10,205.704044
-6.28,49,205.827475
-6.24,47,205.97899
-2.05,10,206.004769
-6.73,48,206.125562
-6.3,48,206.248895
-6.32,74,206.44222
-6.37,58,206.624122
-6.05,50,206.805035
-5.83,87,207.569145
-6.65,53,207.721093
-2.0,10,207.749677
-6.34,47,207.888918
-2.08,13,207.927997
1.41,21,207.984443
-6.53,53,208.111617
-6.48,51,208.242678
-2.58,23,208.301846
-6.6,51,208.426497
-6.67,49,208.556541
-6.71,52,208.707299
-6.03,49,209.271611
-1.97,6,209.288702
-6.55,50,209.419914
-1.98,13,209.454824
-6.65,49,209.590534
-2.0,10,209.618299
-2.17,7,209.639976
-6.15,53,209.777894
-5.72,85,209.999167
-1.98,9,210.029655
-6.39,54,210.183658
-2.19,10,210.216947
-2.0,13,210.251796
-5.21,120,210.5618
-6.71,57,211.273181
-6.67,49,211.42806
1.88,16,211.473525
-2.11,8,211.50352
-2.31,14,211.553107
-5.56,88,211.774791
-2.11,12,211.81078
-1.92,7,211.833073
-2.12,11,211.866148
1.88,14,211.907076
-6.15,54,212.051618
-1.97,10,212.084778
-2.03,9,212.115921
-6.25,54,212.253994
-6.51,52,212.388843
-5.7,66,213.041479
-2.03,8,213.067388
1.88,33,213.153911
-6.28,47,213.290479
1.46,31,213.373111
-2.3,18,213.423707
-2.25,13,213.46189
-1.92,5,213.47763
-1.98,10,213.506431
-6.48,50,213.654355
-5.83,86,213.862607
1.41,21,213.916407
-1.93,7,213.934706
-6.4,54,214.078404
-1.98,14,214.116274
-1.97,8,214.142497
-6.22,50,214.275367
1.88,14,214.308541
-2.61,17,214.350677
-1.93,11,214.378179
-2.03,7,214.397215
-1.97,6,214.414305
-1.91,6,214.904395
-2.05,10,214.932452
-6.83,45,215.05452
-6.06,51,215.201785
-1.98,14,215.246863
-2.05,8,215.270975
-1.97,11,215.300332
-5.94,61,215.458241
-2.0,10,215.486966
-2.11,13,215.528838
-6.84,46,215.676632
-6.29,60,215.833193
-6.36,56,215.980324
-6.58,52,216.133188
-1.88,8,216.157722
-5.94,63,216.80135
1.88,21,216.864379
-5.35,122,217.212625
-6.32,49,217.368083
-2.25,8,217.396191
-2.03,13,217.437213
1.41,19,217.499593
-6.0,49,217.681787
-6.55,54,217.87568
-2.11,13,217.918836
-5.81,62,218.085613
-1.97,10,218.119164
1.58,22,218.178248
-2.11,8,218.201734
-6.63,48,218.338025
-1.92,11,218.370587
-5.85,53,219.012751
-5.55,70,219.192877
-6.76,51,219.337747
-5.76,52,219.493252
-1.98,6,219.513729
1.41,20,219.564394
-1.92,11,219.595127
-5.3,70,219.776226
-6.39,67,219.939974
-6.44,53,220.069
-6.68,48,220.185038
-6.13,62,220.821626
-6.36,52,220.966379
-6.73,53,221.107804
-6.67,55,221.253328
1.58,17,221.296288
-2.05,9,221.323182
-5.8,85,221.538718
-6.37,50,221.689005
-1.93,11,221.719816
-6.74,52,221.859566
-6.41,49,222.004915
-1.98,9,222.032102
-6.55,50,222.575968
-6.81,44,222.684496
-6.57,47,222.813581
-6.06,54,222.941881
-2.03,6,222.959092
-5.41,71,223.122113
-1.93,9,223.148537
-6.49,50,223.30275
-1.92,10,223.338346
-6.17,53,223.496865
-6.25,70,223.736549
-6.34,54,223.91561
-6.36,49,224.612353
-6.19,51,224.75109
-4.17,123,225.064502
-1.97,15,225.105793
-1.93,6,225.124149
-1.97,9,225.152242
-2.11,9,225.177102
-6.6,44,225.292361
-2.05,9,225.314948
-6.64,46,225.443295
-6.74,48,225.580985
-6.65,46,225.689607
-5.58,88,226.339025
-2.19,11,226.370368
-2.33,14,226.409599
-5.83,86,226.64779
-6.15,61,226.847594
-5.52,66,227.047169
-5.76,60,227.266955
-1.98,10,227.302578
-6.61,48,227.469122
-6.65,49,227.607765
-6.25,69,227.788981
-6.46,53,228.393219
-6.87,46,228.510525
-5.34,89,228.751321
1.88,14,228.786446
-6.59,51,228.914201
1.46,25,228.972736
-6.51,52,229.107566
-5.67,89,229.351534
1.58,18,229.397434
-1.97,10,229.422874
-5.63,90,230.277846
-1.97,10,230.313235
-6.79,43,230.457824
-6.88,44,230.599578
-6.37,78,230.818378
-1.97,5,230.834238
-6.37,55,230.983292
-5.28,70,231.150573
-1.98,11,231.178945
-6.74,49,231.304451
-6.19,52,231.434607
-5.73,85,231.636358
-6.29,56,232.214497
1.46,18,232.261564
1.46,22,232.318437
-6.24,58,232.48044
-1.92,11,232.513824
-1.92,6,232.533514
-6.36,47,232.673162
-1.92,7,232.692705
-1.93,7,232.713761
-2.0,15,232.75358
-6.83,45,232.877724
-6.34,51,233.016759
-6.07,69,233.19023
-1.98,6,233.206558
1.58,23,233.273663
-1.93,7,233.295142
-6.6,52,233.436874
-1.98,13,233.471958
-1.98,8,233.940947
-2.03,12,233.974947
-6.43,45,234.089822
-6.15,50,234.216872
-2.19,11,234.248726
-5.66,66,234.411766
-6.53,48,234.549555
-5.78,60,234.693005
-6.38,47,234.815733
-6.48,46,234.948895
-5.35,89,235.186948
-2.03,18,235.237893
-1.92,7,235.260339
-2.11,13,235.811201
-6.71,47,235.973354
-6.71,48,236.12092
-6.49,48,236.303487
-2.19,10,236.343146
-6.73,53,236.529302
-2.03,9,236.568646
-6.67,48,236.762176
-6.73,49,236.943746
-5.48,85,237.153661
-5.79,50,237.280516
-1.92,12,237.310342
-2.05,12,237.353023
-5.95,60,238.076249
-1.97,10,238.107927
-1.93,7,238.128805
-6.15,73,238.334034
-6.73,47,238.478698
-2.05,12,238.516031
1.88,14,238.555874
-2.05,9,238.588698
-2.11,12,238.638896
-6.09,56,238.796816
-6.79,45,238.926665
-1.98,9,238.953853
-6.65,48,239.085008
-2.19,9,239.113634
-1.97,11,239.147509
-2.17,10,239.176095
-6.25,48,239.299828
-4.7,63,239.46074
-6.71,47,240.038093
-1.93,12,240.065965
-6.13,51,240.197201
1.41,20,240.250697
-6.14,56,240.387902
-6.72,51,240.519464
1.41,20,240.567781
-6.3,68,240.731771
-2.17,12,240.766998
2.23,158,241.190027
-6.62,53,241.800565
-6.13,82,242.018281
-6.65,54,242.180496
-1.93,11,242.214529
-6.14,59,242.405728
1.88,18,242.457642
-1.98,9,242.484384
-6.63,51,242.657332
-5.39,88,242.922745
-6.62,49,243.085088
-6.27,61,243.269783
-2.11,12,243.752202
-6.53,50,243.894207
-6.73,48,244.026216
-6.73,47,244.160419
-5.89,63,244.333249
1.88,19,244.383829
-6.21,60,244.562238
-5.35,123,244.874977
-1.88,4,244.886849
-6.62,54,245.031265
-1.98,13,245.067012
-1.98,15,245.106291
-2.03,13,245.585399
-2.03,9,245.610654
-6.65,53,245.748254
-6.4,53,245.873589
-2.05,9,245.897056
-6.6,51,246.022476
-6.32,47,246.135991
-2.05,14,246.170419
1.88,18,246.212723
-6.43,46,246.339383
-1.98,14,246.374749
-6.3,48,246.497851
-2.17,14,246.538256
-6.43,51,246.705248
-4.77,78,247.410738
-6.65,49,247.55039
-6.43,58,247.72093
-6.03,61,247.885577
-6.37,51,248.02096
-1.96,13,248.053428
-2.11,12,248.092504
-6.65,50,248.226215
-6.59,48,248.347043
-6.67,48,248.46193
-6.06,50,248.630349
-6.35,68,248.842083
-5.37,95,249.643539
-1.96,9,249.678641
-6.73,48,249.815845
-6.65,54,249.961738
-6.19,54,250.103042
-6.79,47,250.228255
-6.51,47,250.353072
-6.29,57,250.527152
-2.05,14,250.568936
-5.53,80,250.777571
-5.35,92,251.458115
-2.19,13,251.491519
-2.58,17,251.535234
-6.62,54,251.667323
-6.79,48,251.807807
-2.14,115,252.089603
-1.97,10,252.115106
-5.67,68,252.293216
-6.39,49,252.428297
-6.04,58,253.054367
-1.88,7,253.074701
-1.97,9,253.1001
-1.93,7,253.121843
-6.76,48,253.253555
-1.98,9,253.280123
-1.97,6,253.299938
-6.68,48,253.431342
-2.31,18,253.482194
-6.79,49,253.616672
-6.3,42,253.729525
-6.74,48,253.863583
-4.48,114,254.126151
-6.65,50,254.262194
-6.58,47,254.386609
-4.8,88,255.120344
-5.97,56,255.323338
-1.93,19,255.388824
-5.61,90,255.683061
-6.37,50,255.833684
-2.19,7,255.855018
-6.65,52,255.99822
-5.39,87,256.217849
-5.75,85,256.961723
-1.96,13,256.995026
-6.73,53,257.127431
-6.58,47,257.245661
-6.53,53,257.374318
-6.71,48,257.498782
-2.11,12,257.52934
-5.28,69,257.701406
-1.92,10,257.731219
-5.49,122,258.037229
-6.68,48,258.163829
-5.35,83,258.855247
-6.71,49,258.986075
-6.21,52,259.143601
-1.91,6,259.16381
-5.97,82,259.383262
-6.51,49,259.51842
-6.35,55,259.719854
1.28,156,260.084495
-2.17,11,260.523331
-5.83,84,260.720753
-6.77,45,260.875067
-6.3,53,261.023999
-2.14,12,261.06441
-2.16,15,261.117348
-6.67,49,261.263339
-5.63,89,261.55421
-6.61,48,261.733262
-6.21,54,261.919835
-6.6,50,262.072463
-6.79,49,262.671201
1.88,16,262.708283
-5.8,54,262.856312
-1.9,10,262.882418
-5.58,90,263.088234
-2.19,11,263.117268
-5.2,69,263.286497
1.88,11,263.312955
-6.3,49,263.439507
-5.39,88,263.641701
-6.22,61,263.804231
-6.69,47,264.398365
-6.65,48,264.550678
-1.93,11,264.583384
-1.97,10,264.615951
-2.09,15,264.662563
-2.05,12,264.695095
-6.58,49,264.835666
-6.63,48,264.981007
-2.19,12,265.021737
-1.92,8,265.046502
-2.05,9,265.076762
-2.05,13,265.116263
-6.25,61,265.288731
-1.97,144,265.657792
-6.59,56,266.207983
-6.63,50,266.336526
-6.28,50,266.464119
-6.16,62,266.634535
-2.14,13,266.676057
1.41,22,266.749313
-6.51,52,266.918617
1.88,18,266.971171
-6.81,47,267.09628
1.88,16,267.137227
-6.55,53,267.280428
-6.67,49,267.435074
-2.39,10,267.470278
-6.44,52,268.231385
-6.15,56,268.405817
-6.38,52,268.547053
-1.93,11,268.580206
-2.02,15,268.633232
-2.19,15,268.678713
-6.13,82,268.885623
-6.65,49,269.017364
-6.37,53,269.147297
-6.81,46,269.268802
1.41,25,269.333259
-6.51,52,269.490043
-6.65,53,270.09827
-1.98,9,270.122273
-6.35,51,270.258579
-1.97,11,270.290695
-1.98,6,270.308949
-5.42,88,270.540362
1.41,20,270.592942
-4.97,97,270.839764
-2.11,12,270.876391
-6.53,52,271.015139
-6.6,46,271.135211
-6.35,54,271.275783
-6.67,49,271.397891
-2.12,13,271.438604
-2.11,12,271.913366
-1.93,11,271.945385
-2.05,14,271.985449
-1.97,10,272.01914
-2.19,11,272.04838
-6.24,55,272.193449
-1.97,10,272.218892
-6.63,51,272.362354
-6.06,57,272.512263
1.41,20,272.56474
1.88,11,272.591105
-6.63,48,272.73583
-6.81,46,272.864466
-4.25,111,273.150479
-1.93,7,273.170926
-6.28,50,273.806869
-6.65,49,273.969438
-5.73,76,274.244745
-2.17,16,274.29967
-6.15,47,274.464788
-5.72,87,274.736435
-1.93,11,274.766273
-1.97,10,274.794537
1.41,21,274.84926
-6.65,48,275.007982
-5.34,86,275.242291
-6.43,44,275.387352
-1.93,6,275.408155
1.88,14,275.971695
1.41,18,276.025759
-1.98,13,276.063616
-5.83,87,276.311153
-6.67,50,276.452245
-2.05,9,276.481563
-1.97,5,276.499483
-6.63,48,276.669425
-5.75,86,276.960849
-2.11,12,277.000887
-6.62,52,277.150126
-6.65,48,277.284053
-2.11,12,277.319422
-6.67,49,277.448731
-6.29,53,278.149193
1.41,21,278.211433
-1.98,10,278.244563
-2.05,13,278.283478
-6.69,47,278.428584
-6.67,47,278.57069
-1.9,10,278.600897
-6.45,54,278.781537
-1.93,7,278.804294
1.41,21,278.86708
-2.17,16,278.916074
1.41,20,278.974432
-2.11,10,279.005037
1.46,13,279.042128
-5.49,82,279.267023
-6.67,55,279.4483
-2.11,12,279.485993
-5.69,91,280.25635
-6.48,54,280.43434
-5.75,87,280.69212
-6.15,55,280.859251
-6.65,47,281.003146
-5.76,59,281.157855
-2.25,14,281.199483
-5.93,61,281.389582
-6.5,51,281.52659
-1.97,10,281.558291
-6.49,51,282.170844
-6.06,56,282.322992
-1.98,6,282.340738
-6.73,47,282.470942
-5.31,101,282.735466
-5.75,87,282.951751
-6.65,48,283.073359
1.41,22,283.131891
-1.93,6,283.152561
-2.11,11,283.181409
-5.34,87,283.385886
-6.35,51,283.938275
1.46,20,283.991339
1.46,22,284.046661
-2.11,12,284.082535
-6.76,50,284.213762
1.88,18,284.258909
-5.34,87,284.48859
-6.32,51,284.651328
-1.98,9,284.676472
-5.7,87,284.897528
-6.59,55,285.03909
-6.71,52,285.183941
-6.43,46,285.773453
-6.11,71,285.942916
-6.65,47,286.063664
-6.69,48,286.190324
-6.65,68,286.384926
-6.73,47,286.536766
-2.11,12,286.58191
-6.62,51,286.790415
-2.05,9,286.826328
-6.6,52,287.034795
-2.0,14,287.084048
-6.72,46,287.23768
-2.05,9,287.753167
-1.93,6,287.769556
-1.97,10,287.799599
-6.23,57,287.95504
-2.05,8,287.9791
-6.65,49,288.108623
-6.6,54,288.261088
-6.35,57,288.41391
-5.92,76,288.612717
-6.49,49,288.760659
-6.79,47,288.880055
-6.79,47,289.007792
-5.62,64,289.568491
-1.98,10,289.594899
1.41,24,289.651245
-1.92,10,289.678567
-6.79,46,289.80768
-6.34,51,289.95092
-6.29,66,290.129681
-5.26,83,290.343435
-2.05,9,290.368029
-5.06,92,290.603827
-5.75,88,290.835361
-6.3,56,291.444633
1.46,26,291.505195
1.41,20,291.552361
1.46,18,291.596198
-1.92,12,291.626611
-6.3,57,291.757694
-1.93,7,291.773634
-6.09,55,291.906319
-1.92,11,291.935347
1.41,13,291.969667
-5.58,91,292.186357
-5.6,55,292.330091
-6.73,52,292.466427
-6.43,51,292.6191
1.88,17,293.230125
1.88,119,293.598065
-6.37,57,293.746241
-1.97,10,293.783995
-6.47,51,293.929349
-6.73,42,294.041529
-1.98,6,294.060915
-6.43,54,294.210036
-6.35,51,294.349104
1.46,27,294.416331
-1.98,14,294.452686
-6.15,52,294.60734
-1.9,10,294.636079
1.25,16,295.121904
-1.98,6,295.139332
-1.97,11,295.169946
-2.53,23,295.227674
-6.73,49,295.349442
-6.72,44,295.476562
-6.01,74,295.674856
-6.55,49,295.825418
-1.97,11,295.858908
-5.38,70,296.057591
-1.98,9,296.081384
1.58,23,296.141889
-2.08,13,296.179885
-2.03,13,296.214345
-6.59,51,296.352592
-6.15,51,296.490577
-6.53,55,297.177237
-2.39,16,297.222936
-1.98,13,297.257478
-6.65,49,297.374721
-6.24,46,297.483854
-6.73,47,297.596357
-6.36,46,297.707602
-6.56,50,297.838033
-1.98,6,297.854324
-5.65,54,297.983621
-5.75,86,298.181183
-6.51,52,298.802352
-6.65,49,298.958
1.41,20,299.021103
-6.55,49,299.178645
-6.3,48,299.339738
-1.97,10,299.37604
-5.87,53,299.558914
-6.67,49,299.731277
-1.93,7,299.755929
-6.2,49,299.910752
-1.98,9,299.941799
-2.05,11,299.977654
-1.92,11,300.009301
-2.03,13,300.053598
-1.88,9,300.081257
-1.92,7,300.102915
-2.05,9,300.129705
-6.09,57,300.285755
-2.05,8,300.308677
-6.71,55,300.883625
-1.93,13,300.915709
-1.93,7,300.935015
-5.78,51,301.063095
-1.9,10,301.087246
-6.22,54,301.220863
1.46,21,301.275223
-6.73,54,301.415484
-1.97,16,301.460525
-2.16,17,301.509353
-3.68,128,301.839128
-6.55,53,301.989649
-2.05,12,302.025203
-2.05,6,302.044652
1.28,157,302.922467
-6.33,52,303.079546
-1.98,14,303.118134
-5.63,92,303.335937
1.46,20,303.388224
-2.03,12,303.417624
-6.48,53,303.547178
-6.67,49,303.665365
1.88,14,303.697883
-1.97,11,303.727621
-2.0,9,303.75176
1.41,20,303.801142
-6.51,53,303.939223
1.58,22,304.444194
-6.29,71,304.654435
-6.02,57,304.805854
-2.11,10,304.834753
-5.83,87,305.062742
-6.37,52,305.211853
-6.65,51,305.375108
-1.97,10,305.405899
-1.9,14,305.450943
-6.58,51,305.644284
-6.59,50,305.819912
-1.98,14,305.873253
-6.23,45,306.483852
-1.97,10,306.512614
-6.18,59,306.656931
1.41,33,306.747636
-1.97,10,306.780521
-2.49,25,306.853674
-2.11,12,306.897327
-1.93,11,306.931141
-6.25,55,307.076194
-6.09,56,307.224269
-1.97,10,307.252837
-5.87,54,307.394151
-6.6,51,307.533931
-6.62,51,307.672258
-6.29,53,307.81242
-1.97,10,307.840744
-1.93,11,308.346386
-6.58,52,308.500232
1.41,20,308.552621
-6.71,46,308.701452
-1.97,7,308.72786
-6.46,50,308.861188
-6.56,53,308.996489
1.88,14,309.028691
-1.92,11,309.060116
-2.17,16,309.103842
-2.03,12,309.13344
-6.71,49,309.267452
-1.93,7,309.286901
-1.97,10,309.316207
-1.93,11,309.34505
-6.29,64,309.495439
-1.98,9,309.520568
-2.19,7,309.540739
-6.59,50,309.663178
-5.11,130,310.462613
-6.72,47,310.610145
-6.02,85,310.82572
-6.51,52,310.967286
-2.11,11,310.999594
-6.76,48,311.124893
-2.26,16,311.1718
-1.93,11,311.201195
-6.15,46,311.331713
-2.25,14,311.369057
-5.97,108,312.227097
-6.46,56,312.395074
-1.93,6,312.413229
-5.67,117,312.702672
1.41,21,312.757986
-6.34,56,312.919601
-6.48,56,313.07478
-1.93,11,313.106367
-1.98,6,313.127164
-6.53,52,313.27078
-6.67,53,313.408796
-5.25,83,314.086454
-6.65,49,314.21582
-6.37,52,314.351779
-6.37,58,314.51199
1.88,13,314.550756
-6.25,55,314.717583
-5.95,119,314.990384
-5.91,86,315.195163
-6.58,49,315.772891
-6.51,54,315.917859
-1.97,10,315.948351
-6.51,53,316.095543
-6.58,50,316.230489
-6.35,60,316.384935
-6.35,60,316.540571
-1.92,11,316.573044
-6.73,48,316.720712
-6.29,57,316.91973
-6.76,52,317.075014
-5.86,86,317.723852
-1.98,6,317.743054
-6.35,53,317.895035
-6.13,50,318.033175
-1.93,7,318.059048
-1.98,13,318.10337
-6.02,60,318.322876
-6.35,56,318.512109
-1.93,7,318.539747
-6.65,58,318.757629
-2.05,16,318.805906
-2.05,9,318.831824
-6.06,61,318.995677
-6.37,56,319.142283
-6.73,48,319.742066
-5.32,68,319.926802
-2.25,11,319.958078
1.88,13,319.99215
-6.07,63,320.159006
-6.7,51,320.301871
-5.41,123,320.589389
-1.9,10,320.613935
-6.18,59,320.764919
-5.34,66,320.935081
-6.74,51,321.524559
-6.15,66,321.694398
-6.46,56,321.835352
-6.45,46,321.964849
1.88,14,322.004824
-6.3,49,322.177257
-6.67,45,322.304318
-5.7,87,322.525419
-5.84,62,322.687149
-6.79,53,323.298479
-6.63,50,323.426816
-6.64,49,323.548069
-6.28,55,323.697654
-6.15,48,323.82248
-6.63,52,323.962206
-6.65,51,324.116154
-5.37,92,324.398898
-6.73,48,324.583308
-6.37,56,324.781138
-5.72,64,325.487191
-5.99,55,325.642443
-5.11,69,325.825249
-6.01,57,325.979695
-1.91,6,325.996886
-2.05,7,326.022065
-6.76,50,326.144092
-1.91,6,326.161242
-2.03,13,326.196373
-1.93,11,326.224288
-2.11,12,326.25362
-6.13,52,326.385934
-1.98,10,326.41291
-5.85,50,326.535369
-6.21,60,326.694306
-2.25,13,327.232809
-6.29,52,327.376289
-5.77,88,327.601302
-1.98,10,327.631676
-1.93,7,327.65302
-1.93,7,327.673591
-2.05,9,327.69774
-1.98,14,327.735117
1.41,18,327.787275
-1.93,11,327.816624
-2.02,14,327.857783
-2.19,11,327.892013
-2.05,9,327.920108
1.41,15,327.96101
-6.62,50,328.115607
-2.11,12,328.151009
-1.96,8,328.173931
1.88,20,328.227449
-2.11,16,328.271147
-5.75,87,328.48863
-2.19,15,328.5353
-6.59,54,329.147358
-5.85,56,329.28659
-2.19,9,329.312261
-6.63,49,329.443985
-2.11,11,329.477019
-2.25,11,329.510681
-2.03,13,329.544791
-2.05,8,329.56767
-2.25,13,329.600045
-1.97,10,329.628684
-6.65,49,329.7537
-1.97,8,329.77569
-6.35,53,329.910205
-1.98,8,329.933379
-6.59,50,330.064728
-6.15,45,330.182555
-6.65,49,330.323028
-6.55,49,331.08451
-2.0,8,331.114192
-6.6,52,331.315419
-5.65,92,331.58451
-1.97,10,331.614468
-6.29,64,331.787633
-4.88,79,331.992536
-1.98,7,332.012693
1.88,14,332.048598
-1.97,10,332.075737
-6.58,49,332.204153
-1.93,7,332.221718
1.41,20,332.269319
-6.58,48,332.39447
-1.98,13,332.427414
-1.97,9,332.449416
-6.65,49,332.992049
-6.67,50,333.12864
-6.3,54,333.271285
-2.05,13,333.306552
-6.65,50,333.445247
1.88,14,333.484316
-6.28,47,333.633173
-1.97,10,333.662995
-2.14,10,333.690407
-2.11,12,333.722722
-2.25,15,333.765651
-6.2,60,333.929369
-6.65,50,334.063883
-6.65,50,334.204775
-6.67,48,334.337708
-2.05,9,334.833874
-6.01,58,334.976158
-2.05,12,335.008748
1.88,19,335.054345
-6.37,50,335.174275
-1.93,10,335.197197
-2.47,11,335.225539
-6.21,57,335.365006
-6.24,58,335.501516
-6.13,61,335.655714
-6.65,50,335.780867
-6.79,45,335.900337
1.28,157,336.790496
-6.03,59,337.006504
-6.71,49,337.191319
-1.93,7,337.221502
-6.71,53,337.414113
-2.03,7,337.441094
-1.9,6,337.462131
-6.71,48,337.634712
1.88,18,337.693287
-1.93,12,337.733108
-6.65,49,337.865659
-1.96,13,337.899418
-2.03,6,337.918893
-6.6,48,338.041793
-6.38,48,338.179973
-6.48,54,338.766305
-6.37,51,338.90704
-1.98,10,338.93909
-1.92,10,338.966832
-2.03,10,338.996792
-6.53,51,339.136026
-6.25,54,339.276047
1.6,29,339.351835
-6.23,53,339.493459
-6.29,63,339.657908
-2.05,13,339.694725
-6.35,50,339.848398
-2.05,14,339.899141
-6.01,54,340.067921
-2.03,15,340.56707
1.41,33,340.643144
1.88,19,340.687815
-5.93,67,340.845271
-1.96,14,340.880847
-6.6,53,341.007278
-6.3,49,341.128147
-6.21,54,341.261804
-2.39,13,341.300491
-6.51,46,341.422878
-6.29,65,341.594307
-2.03,8,341.617354
-6.02,60,341.767837
-6.53,50,342.378891
-5.47,70,342.563893
1.41,24,342.626214
-2.25,12,342.659549
-6.37,50,342.784829
-6.43,69,342.968808
-2.02,10,343.001528
-2.17,12,343.038152
-6.11,60,343.22084
1.88,22,343.282891
-2.07,15,343.329692
-2.12,14,343.376337
-2.17,16,343.430307
-6.22,49,343.601789
-6.03,49,343.78047
-2.19,9,343.810966
1.58,26,344.357124
-1.98,6,344.375689
-6.18,55,344.523881
-6.37,60,344.704217
-5.68,53,344.84514
-6.25,59,344.997559
-2.14,12,345.029226
-6.6,47,345.164219
-6.02,53,345.310119
-2.05,9,345.337144
-6.37,50,345.465815
-6.41,49,345.614179
-6.68,48,346.214084
1.46,18,346.258047
-2.05,8,346.280626
1.88,15,346.316635
-6.74,47,346.434854
-6.48,50,346.559468
-1.98,13,346.591636
-2.25,12,346.625375
-6.64,49,346.765355
-6.51,51,346.924159
-6.81,46,347.050488
-1.93,10,347.079803
-6.35,50,347.201798
-6.71,47,347.346545
-2.31,10,347.378917
1.58,158,348.242631
-4.96,94,348.479434
-2.28,14,348.519477
-6.67,51,348.677293
-6.5,50,348.836916
-2.0,10,348.86609
-2.03,13,348.903785
-1.93,7,348.928275
-6.65,49,349.062355
